neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,guests_included,extra_people,minimum_nights,amen_score
42,1,0,3,1.0,1.0,2.0,3,6459.0,6000.0,1,0.0,2,26
33,14,0,2,1.0,1.0,2.0,3,14998.0,4500.0,1,0.0,1,21
33,1,0,2,1.0,1.0,0.0,3,14998.0,4500.0,2,0.0,1,21
51,14,0,7,2.0,3.0,3.0,3,22990.0,10000.0,3,3000.0,1,34
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1,36
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1,36
3,1,0,6,1.0,2.0,5.0,3,22005.0,7000.0,4,2800.0,1,31
45,1,2,3,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1,36
45,1,2,2,1.0,1.0,1.0,3,9962.0,5000.0,2,2000.0,1,36
43,14,0,8,1.0,3.0,6.0,3,17954.0,10500.0,3,3500.0,1,24
45,14,0,7,1.0,2.0,4.0,3,19815.0,12000.0,4,2500.0,2,32
45,1,0,8,1.0,1.0,4.0,3,5036.0,7000.0,1,0.0,2,24
43,1,0,4,1.0,2.0,3.0,3,38755.0,8500.0,3,3000.0,2,28
43,1,0,8,1.0,1.0,4.0,3,12809.0,10800.0,5,1500.0,1,19
19,23,2,6,1.5,2.0,6.0,3,7007.0,7000.0,2,1800.0,1,25
19,14,0,8,2.0,2.0,8.0,3,11495.0,11500.0,4,2000.0,2,37
49,1,2,2,1.0,1.0,2.0,3,18064.0,4600.0,2,3000.0,1,31
49,1,2,4,1.0,2.0,6.0,3,38974.0,9200.0,4,3000.0,1,37
36,14,2,8,1.5,2.0,4.0,3,7882.0,8750.0,2,4500.0,1,46
45,4,0,3,1.0,0.0,3.0,3,4160.0,6500.0,1,0.0,1,17
46,1,0,5,1.0,1.0,4.0,3,12042.0,10000.0,4,2000.0,1,24
45,7,0,3,1.0,1.0,1.0,3,8977.0,7000.0,1,2500.0,2,8
46,1,0,4,1.0,1.0,4.0,3,13028.0,10000.0,4,2000.0,2,16
29,7,0,3,1.5,1.0,2.0,3,20034.0,8000.0,2,2500.0,1,29
29,7,0,2,1.5,1.0,1.0,3,14998.0,8000.0,2,2500.0,1,26
29,7,0,2,1.5,1.0,2.0,3,14998.0,8000.0,2,2500.0,1,29
8,7,0,2,1.0,1.0,2.0,3,7007.0,4500.0,2,0.0,1,20
45,1,0,3,1.0,1.0,2.0,3,9962.0,5500.0,2,2000.0,1,21
33,14,0,7,1.5,2.0,2.0,3,22771.0,6000.0,2,2000.0,1,47
19,24,2,3,1.5,1.0,3.0,3,6021.0,4500.0,2,1000.0,1,29
33,7,0,2,1.0,1.0,1.0,3,8977.0,4500.0,2,0.0,1,21
33,1,0,2,1.0,1.0,2.0,3,6240.0,4500.0,2,0.0,1,21
18,1,0,2,1.0,1.0,1.0,3,8977.0,4500.0,2,0.0,1,21
46,1,0,6,2.0,2.0,3.0,3,9962.0,4000.0,2,4000.0,2,26
45,1,0,8,1.0,2.0,6.0,3,24961.0,10000.0,6,3000.0,1,23
33,14,0,2,1.0,1.0,1.0,3,14013.0,4500.0,2,0.0,1,20
33,1,0,2,1.0,1.0,1.0,3,8977.0,4500.0,1,0.0,1,21
33,1,0,2,1.5,1.0,1.0,3,8539.0,4500.0,2,0.0,1,21
33,1,0,2,1.5,1.0,0.0,3,9962.0,4500.0,2,0.0,1,20
43,1,0,6,2.0,3.0,5.0,3,30982.0,14500.0,5,2500.0,2,29
49,1,0,4,1.0,1.0,3.0,3,12042.0,6500.0,3,2500.0,1,12
3,14,0,5,1.5,1.0,5.0,3,6788.0,12000.0,6,0.0,1,20
3,14,0,9,1.0,2.0,5.0,3,19815.0,15000.0,6,0.0,1,22
51,1,0,6,1.0,2.0,2.0,3,13028.0,5500.0,2,1500.0,1,36
49,0,1,4,1.0,1.0,2.0,3,8539.0,3000.0,2,2500.0,1,28
45,1,0,4,1.0,1.0,1.0,3,12042.0,5000.0,2,1500.0,1,33
7,7,0,4,2.0,2.0,2.0,3,29997.0,11000.0,1,0.0,2,22
20,14,0,6,1.5,2.0,5.0,3,29997.0,15000.0,4,2000.0,3,34
51,14,2,4,1.5,2.0,3.0,3,15984.0,6000.0,4,2000.0,2,34
49,0,1,5,1.0,1.0,3.0,3,10948.0,4000.0,2,2500.0,1,20
51,1,0,5,1.0,1.0,3.0,3,13028.0,7000.0,2,2000.0,3,31
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2159.0,1,9
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2200.0,1,10
42,1,0,3,1.0,1.0,2.0,3,12042.0,5500.0,1,0.0,2,13
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2200.0,1,15
41,1,0,3,1.5,1.0,1.0,3,6569.0,3000.0,1,2000.0,1,19
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2200.0,1,9
41,1,2,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2200.0,1,14
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2200.0,1,9
42,1,0,8,1.0,2.0,4.0,3,22005.0,9000.0,6,2500.0,1,13
45,3,2,4,1.0,1.0,2.0,3,17954.0,3000.0,1,0.0,1,12
45,3,2,5,1.0,1.0,3.0,3,23976.0,3000.0,1,0.0,1,12
45,3,2,4,1.0,1.0,2.0,3,13028.0,3000.0,1,0.0,1,11
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,2200.0,1,12
41,1,0,3,1.0,0.0,2.0,3,6569.0,3300.0,1,3000.0,1,10
41,1,0,3,1.5,1.0,1.0,3,6569.0,3300.0,1,2200.0,1,16
41,1,0,3,1.5,1.0,2.0,3,6569.0,3284.0,2,2190.0,1,15
45,14,0,8,1.0,3.0,6.0,3,29997.0,9500.0,6,2000.0,2,28
19,24,2,3,1.0,1.0,3.0,3,12042.0,5000.0,3,0.0,1,19
45,1,0,4,1.0,1.0,2.0,3,10729.0,6000.0,2,2500.0,1,35
49,0,1,3,1.0,1.0,1.0,3,7992.0,2500.0,2,2500.0,1,19
49,0,1,2,1.0,1.0,2.0,3,8539.0,2500.0,2,0.0,1,16
49,0,1,2,1.0,1.0,1.0,3,7007.0,2000.0,2,0.0,1,17
42,1,0,3,1.0,0.0,2.0,3,5912.0,5000.0,1,0.0,2,25
18,1,0,2,1.0,1.0,1.0,3,9962.0,4500.0,2,0.0,1,21
51,7,0,4,1.0,1.0,4.0,3,12042.0,3000.0,2,2000.0,2,25
51,14,2,2,1.5,1.0,1.0,3,5802.0,3000.0,1,1000.0,2,33
45,1,0,4,1.0,1.0,1.0,3,11824.0,8000.0,2,1000.0,1,44
45,1,0,5,1.0,1.0,3.0,3,14998.0,8000.0,3,3800.0,1,37
12,14,0,5,1.0,1.0,5.0,3,3832.0,3500.0,1,3800.0,1,31
18,1,0,2,1.0,1.0,1.0,3,4817.0,7150.0,2,1500.0,1,21
33,1,0,4,1.0,1.0,2.0,3,15984.0,5000.0,2,3000.0,2,25
45,1,0,4,1.0,1.0,2.0,3,15546.0,6000.0,2,2000.0,1,26
51,1,0,3,1.0,1.0,1.0,3,9853.0,5000.0,2,1500.0,1,24
23,14,2,6,1.5,2.0,5.0,3,1971.0,0.0,3,1850.0,3,17
33,7,0,2,1.0,1.0,1.0,3,6459.0,5000.0,2,0.0,1,33
29,7,0,2,1.5,1.0,1.0,3,14998.0,8000.0,2,2500.0,1,29
45,1,0,2,1.0,0.0,1.0,3,7992.0,5000.0,1,0.0,2,31
49,1,0,4,1.0,2.0,2.0,3,14013.0,9000.0,3,2000.0,2,28
45,1,0,8,1.5,3.0,2.0,3,35033.0,9020.0,6,1000.0,1,30
34,1,2,4,1.0,1.0,0.0,3,7007.0,5600.0,2,3000.0,1,20
49,14,0,9,1.0,3.0,0.0,3,31967.0,12995.0,6,3500.0,1,30
33,1,0,2,1.0,1.0,1.0,3,14013.0,4500.0,2,0.0,1,21
18,1,0,2,1.0,1.0,1.0,3,6788.0,4500.0,2,0.0,1,21
45,1,0,4,1.0,1.0,3.0,3,13028.0,4800.0,2,3000.0,2,26
43,1,0,3,1.0,1.0,2.0,3,4160.0,7116.0,1,3284.0,2,29
43,1,0,3,1.0,1.0,2.0,3,13137.0,7116.0,1,3284.0,2,31
33,14,2,4,1.0,2.0,4.0,3,10948.0,4000.0,2,1500.0,1,32
43,1,0,3,1.0,1.0,2.0,3,13137.0,7116.0,1,3284.0,2,31
43,1,0,2,1.0,1.0,2.0,3,13137.0,7116.0,1,3284.0,2,31
33,14,2,2,1.0,1.0,2.0,3,8649.0,3000.0,2,1500.0,1,32
43,1,0,3,1.0,1.0,1.0,3,6459.0,3000.0,1,2600.0,2,13
45,7,0,2,1.0,1.0,2.0,3,5474.0,3000.0,1,1300.0,2,32
46,1,0,3,1.0,1.0,3.0,3,7992.0,5500.0,2,1000.0,1,23
46,1,0,3,1.0,1.0,3.0,3,7992.0,6000.0,2,1000.0,1,20
41,14,2,3,1.5,1.0,1.0,3,6678.0,1200.0,1,1000.0,1,21
47,1,0,7,1.0,1.0,6.0,3,15984.0,7000.0,5,3000.0,2,13
47,1,0,7,1.0,1.0,6.0,3,15984.0,7000.0,5,3000.0,2,14
47,1,0,7,1.0,1.0,6.0,3,15984.0,7000.0,5,3000.0,2,14
47,1,0,7,1.0,1.0,6.0,3,15984.0,7000.0,4,3000.0,2,14
46,1,0,3,1.0,1.0,2.0,3,7116.0,2980.0,1,2250.0,2,38
47,1,0,7,1.0,1.0,6.0,3,15984.0,7000.0,4,3000.0,2,14
47,1,0,7,1.0,1.0,6.0,3,15984.0,7000.0,4,3000.0,2,14
47,1,0,7,1.0,1.0,6.0,3,17954.0,7000.0,4,2000.0,2,14
51,1,0,8,1.0,2.0,4.0,3,14013.0,8000.0,4,2000.0,2,25
47,1,0,7,1.0,1.0,6.0,3,15984.0,7000.0,5,3000.0,2,14
47,1,0,7,1.0,1.0,6.0,3,15984.0,7000.0,4,3000.0,2,14
51,1,0,3,1.0,1.0,2.0,3,8977.0,5000.0,2,2000.0,1,22
51,1,0,3,1.0,0.0,2.0,3,8977.0,5000.0,2,2000.0,1,21
51,1,0,5,1.0,1.0,3.0,3,14342.0,8000.0,4,3000.0,1,15
51,1,0,6,1.5,1.0,3.0,3,12918.0,9000.0,3,2500.0,2,41
47,1,0,2,1.0,1.0,2.0,3,12042.0,4500.0,1,0.0,1,22
47,1,0,2,1.0,1.0,2.0,3,12042.0,4500.0,1,0.0,1,22
19,14,2,3,1.0,1.0,3.0,3,6021.0,4500.0,2,1000.0,1,16
47,1,0,2,1.0,1.0,2.0,3,12042.0,4500.0,1,0.0,1,23
47,1,0,2,1.0,1.0,2.0,3,12042.0,4500.0,2,0.0,1,23
47,1,0,2,1.0,1.0,2.0,3,12042.0,4500.0,2,0.0,1,24
51,0,2,5,1.0,1.0,1.0,3,20034.0,7000.0,1,0.0,1,17
45,1,0,6,1.0,1.0,5.0,3,18502.0,9500.0,4,2000.0,1,33
51,0,1,4,1.0,0.0,2.0,3,20034.0,7000.0,1,0.0,1,17
51,0,1,4,1.0,0.0,2.0,3,20034.0,7000.0,1,0.0,1,17
51,0,1,2,1.0,0.0,1.0,3,20034.0,6000.0,1,0.0,1,17
51,0,1,2,1.0,0.0,1.0,3,20034.0,6000.0,1,0.0,1,17
51,0,1,2,1.0,0.0,1.0,3,20034.0,6000.0,1,0.0,1,17
51,0,2,3,1.0,1.0,2.0,3,24961.0,7000.0,1,0.0,1,17
51,0,1,5,1.0,0.0,2.0,3,20034.0,7000.0,1,0.0,1,17
51,0,1,2,1.0,0.0,1.0,3,20034.0,6000.0,1,0.0,1,17
51,0,1,2,1.0,0.0,1.0,3,20034.0,6000.0,1,0.0,1,17
51,0,1,2,1.0,0.0,1.0,3,20034.0,6000.0,1,0.0,1,17
51,0,1,5,1.0,0.0,2.0,3,20034.0,7000.0,1,0.0,1,17
51,0,1,6,1.0,1.0,3.0,3,29997.0,7500.0,1,0.0,1,17
51,7,0,2,1.0,0.0,1.0,3,8539.0,6500.0,1,0.0,1,20
51,7,0,2,1.0,0.0,1.0,3,8539.0,6500.0,2,1500.0,1,16
51,7,0,2,1.0,0.0,1.0,3,8430.0,6500.0,1,0.0,1,17
51,7,0,2,1.0,0.0,1.0,3,8430.0,6500.0,1,0.0,1,16
51,7,0,2,1.0,0.0,1.0,3,8539.0,6500.0,1,0.0,1,17
51,7,0,2,1.0,0.0,1.0,3,8430.0,6500.0,1,0.0,1,17
51,7,0,3,1.0,1.0,1.0,3,8539.0,7000.0,2,1500.0,1,17
51,7,0,3,1.0,0.0,3.0,3,8977.0,7000.0,2,1500.0,1,15
29,1,0,2,1.0,1.0,2.0,3,5036.0,5000.0,1,2000.0,3,29
8,1,0,3,0.5,1.0,2.0,3,13028.0,2160.0,3,2160.0,1,20
51,0,1,2,1.0,0.0,1.0,3,9962.0,4500.0,1,0.0,1,24
51,0,1,2,1.0,0.0,1.0,3,9962.0,4000.0,1,0.0,1,22
51,0,1,2,1.0,0.0,1.0,3,3613.0,4000.0,3,0.0,1,18
51,0,1,2,1.0,0.0,2.0,3,9962.0,4500.0,1,0.0,1,26
51,0,1,2,1.0,0.0,1.0,3,9962.0,4000.0,1,0.0,1,19
51,0,1,2,1.0,0.0,1.0,3,9962.0,4000.0,1,0.0,1,16
45,14,0,6,2.0,2.0,0.0,3,27479.0,8000.0,1,0.0,2,32
51,0,1,2,1.5,0.0,1.0,3,3394.0,4000.0,1,0.0,1,18
51,0,1,2,1.0,0.0,1.0,3,9962.0,4500.0,1,0.0,1,18
51,0,1,2,1.0,0.0,1.0,3,9962.0,4000.0,1,0.0,1,20
51,0,1,2,1.0,0.0,1.0,3,7882.0,4500.0,1,0.0,1,18
51,0,1,2,1.0,0.0,1.0,3,5802.0,5000.0,1,0.0,1,19
51,0,1,2,1.0,0.0,1.0,3,7882.0,4000.0,1,0.0,1,19
45,19,1,3,1.0,1.0,1.0,3,20034.0,3000.0,1,0.0,1,11
45,1,0,6,1.0,0.0,3.0,3,7773.0,6000.0,3,1500.0,1,29
45,19,1,4,1.0,1.0,1.0,3,20034.0,4000.0,1,0.0,1,11
45,19,1,4,1.0,1.0,1.0,3,8539.0,4000.0,1,0.0,1,11
45,19,1,3,1.0,1.0,1.0,3,14998.0,3000.0,1,0.0,1,11
45,19,1,3,1.0,1.0,1.0,3,16969.0,3000.0,1,0.0,1,11
43,1,0,2,1.0,1.0,2.0,3,19925.0,6000.0,1,0.0,2,24
47,1,0,2,1.0,1.0,1.0,3,12042.0,4500.0,1,0.0,1,23
47,1,0,2,1.0,1.0,1.0,3,12042.0,4500.0,1,0.0,1,20
47,1,0,6,1.0,2.0,2.0,3,14998.0,9000.0,4,2000.0,1,30
51,7,0,6,1.0,2.0,6.0,3,14451.0,4000.0,4,1500.0,2,40
51,14,2,2,2.0,1.0,2.0,3,7007.0,3000.0,2,0.0,2,40
5,1,0,7,1.5,2.0,2.0,3,29997.0,8000.0,2,2000.0,2,38
43,1,0,3,1.0,1.0,4.0,3,15874.0,6888.0,2,2777.0,2,33
33,1,0,4,1.0,0.0,4.0,3,14013.0,0.0,3,3000.0,2,22
49,1,0,3,1.0,1.0,3.0,3,10948.0,6500.0,2,2000.0,2,26
49,1,0,6,1.5,1.0,2.0,3,13028.0,8000.0,2,1000.0,3,37
47,1,0,4,1.0,1.0,0.0,3,12480.0,7000.0,3,2500.0,2,31
49,14,2,2,1.0,1.0,2.0,3,5693.0,1663.0,1,0.0,1,23
49,14,2,2,1.5,1.0,2.0,3,5474.0,1663.0,1,0.0,1,21
49,14,2,2,1.0,1.0,2.0,3,6131.0,1663.0,1,0.0,1,24
49,14,0,8,1.0,2.0,8.0,3,21458.0,5195.0,5,1948.0,1,23
49,14,2,2,1.0,1.0,2.0,3,6131.0,1163.0,1,0.0,1,22
49,14,2,1,1.5,1.0,1.0,3,4270.0,1663.0,1,0.0,1,22
49,14,2,2,1.0,1.0,2.0,3,6131.0,1163.0,1,0.0,1,22
49,14,2,2,1.5,1.0,2.0,3,6131.0,1663.0,1,0.0,1,22
49,14,2,2,1.5,1.0,2.0,3,6131.0,1663.0,1,0.0,1,22
49,14,2,1,1.5,1.0,1.0,3,4270.0,1663.0,1,0.0,1,22
7,14,0,5,1.0,2.0,4.0,3,5036.0,6000.0,4,4000.0,2,25
51,7,0,2,1.0,1.0,2.0,3,5036.0,3000.0,1,1300.0,2,32
49,14,2,2,1.0,1.0,1.0,3,5036.0,1000.0,2,0.0,2,22
33,1,0,5,1.5,0.0,5.0,3,14998.0,0.0,2,3000.0,2,22
51,1,0,6,1.0,1.0,5.0,3,14998.0,8000.0,4,1000.0,1,27
45,1,0,2,1.5,1.0,2.0,3,7007.0,5000.0,1,0.0,1,17
20,1,0,5,1.0,3.0,5.0,3,14998.0,13500.0,1,0.0,1,19
45,1,0,3,1.0,1.0,3.0,3,15874.0,7500.0,2,2500.0,1,30
45,1,2,3,1.0,1.0,2.0,3,10291.0,3000.0,2,2000.0,1,36
19,14,0,8,1.0,2.0,6.0,3,12480.0,10000.0,3,2500.0,1,23
45,1,0,3,1.0,1.0,3.0,3,10510.0,3000.0,3,4000.0,3,33
45,1,2,4,1.0,1.0,2.0,3,10291.0,5000.0,2,2000.0,1,36
45,1,2,4,1.0,1.0,2.0,3,9962.0,5000.0,2,2000.0,1,36
45,1,2,4,1.0,1.0,2.0,3,10291.0,5000.0,2,2000.0,1,36
45,1,0,4,1.0,1.0,4.0,3,12480.0,3000.0,4,4000.0,3,32
45,1,2,2,1.0,1.0,2.0,3,8977.0,5000.0,2,0.0,1,36
45,1,2,2,1.0,1.0,2.0,3,8977.0,5000.0,2,0.0,1,36
33,14,2,2,1.0,1.0,2.0,3,8539.0,3000.0,2,1500.0,1,31
18,1,0,2,1.0,1.0,2.0,3,12042.0,4500.0,2,0.0,1,22
18,1,0,2,1.0,1.0,1.0,3,8539.0,10000.0,1,1500.0,1,23
41,0,2,8,1.0,1.0,8.0,3,31967.0,0.0,1,0.0,1,29
18,1,0,2,1.0,1.0,2.0,3,6459.0,4500.0,2,0.0,1,21
29,1,0,2,1.5,1.0,2.0,3,14998.0,8000.0,2,2500.0,1,27
51,14,0,4,1.5,2.0,1.0,3,20034.0,7800.0,1,0.0,2,42
43,1,0,4,1.0,2.0,2.0,3,14013.0,5000.0,2,3000.0,2,27
49,1,2,2,1.0,1.0,1.0,3,5036.0,1000.0,2,0.0,2,23
49,1,2,2,1.0,1.0,1.0,3,5036.0,1000.0,2,0.0,2,21
49,1,0,4,1.0,2.0,2.0,3,9962.0,9000.0,3,2000.0,2,26
51,24,0,7,2.0,3.0,4.0,3,26822.0,15000.0,4,3000.0,1,24
51,1,0,5,1.0,0.0,5.0,3,24961.0,7300.0,1,0.0,2,22
43,1,0,3,1.0,1.0,3.0,3,13028.0,5500.0,2,4000.0,2,24
51,7,0,2,1.0,1.0,2.0,3,5036.0,3000.0,1,1300.0,2,32
45,1,0,3,1.0,1.0,1.0,3,9853.0,1642.0,1,1095.0,2,27
51,1,0,6,1.0,2.0,4.0,3,20034.0,10000.0,6,0.0,2,21
49,1,2,3,1.5,2.0,1.0,3,6897.0,6459.0,2,2080.0,1,44
45,1,0,2,1.0,1.0,1.0,3,10948.0,5500.0,2,0.0,1,16
7,1,2,5,1.0,1.0,5.0,3,35033.0,0.0,1,0.0,1,31
33,20,0,4,1.0,1.0,4.0,3,13028.0,8500.0,1,0.0,2,19
3,1,0,4,1.5,1.0,2.0,3,9962.0,5500.0,2,2000.0,1,21
3,1,0,4,1.0,1.0,1.0,3,9962.0,5500.0,2,2000.0,1,22
3,1,0,6,1.5,1.0,1.0,3,9962.0,5500.0,2,2000.0,1,24
3,1,0,4,1.5,1.0,1.0,3,6021.0,5500.0,2,2000.0,1,24
3,1,0,4,1.5,1.0,1.0,3,9962.0,5500.0,2,2000.0,1,22
3,1,0,4,1.5,1.0,1.0,3,9962.0,5500.0,2,2000.0,1,24
3,1,0,6,1.5,1.0,1.0,3,9962.0,5500.0,2,2000.0,1,22
43,1,0,4,1.0,1.0,2.0,3,18940.0,6500.0,2,3000.0,1,24
49,14,0,11,1.0,2.0,6.0,3,18830.0,6980.0,4,3860.0,1,30
51,24,0,7,2.0,3.0,3.0,3,24961.0,10000.0,5,5000.0,2,32
51,1,0,4,1.0,1.0,2.0,3,15765.0,6600.0,3,2000.0,1,25
45,1,2,2,1.0,1.0,1.0,3,9962.0,3000.0,2,2000.0,1,36
46,12,1,2,1.0,1.0,1.0,3,5036.0,5000.0,1,0.0,1,10
49,12,1,6,1.5,1.0,6.0,3,14998.0,0.0,1,0.0,2,35
18,1,0,2,1.0,1.0,2.0,3,4817.0,7150.0,1,0.0,1,20
20,14,0,5,1.0,2.0,2.0,3,14998.0,4000.0,5,3000.0,1,31
45,1,0,4,1.0,1.0,4.0,3,12480.0,3000.0,4,4000.0,3,32
19,24,2,2,1.0,1.0,1.0,3,6021.0,4000.0,3,0.0,2,19
19,7,2,5,1.0,1.0,3.0,3,5036.0,2000.0,1,1000.0,1,11
45,19,1,3,1.0,1.0,3.0,3,14998.0,3000.0,1,0.0,1,11
45,12,2,3,1.0,1.0,1.0,3,13028.0,3000.0,1,0.0,1,11
45,19,1,3,1.0,1.0,1.0,3,13028.0,3000.0,1,0.0,1,11
45,19,1,4,1.0,1.0,1.0,3,14998.0,4000.0,1,0.0,1,11
45,19,1,4,1.0,1.0,1.0,3,14998.0,4000.0,1,0.0,1,11
51,1,0,3,1.0,1.0,2.0,3,8977.0,7000.0,2,1500.0,1,15
43,1,0,3,1.0,1.0,1.0,3,12042.0,5000.0,2,3000.0,1,33
43,1,0,4,1.0,1.0,2.0,3,9962.0,5000.0,2,3000.0,1,33
43,1,0,3,1.0,1.0,2.0,3,9962.0,5000.0,2,3000.0,1,33
43,1,0,4,1.0,1.0,1.0,3,9962.0,5000.0,2,3000.0,1,33
43,1,0,4,1.0,1.0,2.0,3,9962.0,5000.0,2,3000.0,1,33
43,1,0,3,1.0,1.0,4.0,3,9962.0,5000.0,2,3000.0,1,33
18,1,0,2,1.0,1.0,2.0,3,6459.0,4500.0,1,0.0,1,22
43,1,0,3,1.0,1.0,2.0,3,9962.0,5000.0,2,3000.0,1,33
45,1,0,4,1.0,1.0,4.0,3,12480.0,3000.0,4,4000.0,3,32
43,1,0,5,1.0,1.0,1.0,3,12042.0,5000.0,2,3000.0,1,33
45,1,0,2,1.0,0.0,1.0,3,6021.0,6000.0,1,0.0,2,22
45,1,0,2,1.0,0.0,1.0,3,6021.0,6000.0,1,0.0,2,23
51,1,0,5,1.0,1.0,3.0,3,11276.0,8400.0,4,2000.0,2,23
33,1,0,5,1.0,1.0,3.0,3,14013.0,5500.0,4,1500.0,1,17
34,1,0,8,1.0,1.0,5.0,3,12809.0,9342.0,3,1500.0,2,35
42,1,0,7,1.0,1.0,5.0,3,21020.0,8000.0,2,2000.0,1,19
45,1,0,4,1.5,2.0,4.0,3,17954.0,6000.0,1,0.0,2,25
44,1,0,6,1.0,0.0,4.0,3,23757.0,5000.0,2,1500.0,1,13
49,1,0,3,1.0,1.0,2.0,3,10948.0,5000.0,2,3000.0,2,14
51,1,0,2,1.0,0.0,1.0,3,8977.0,4300.0,1,1000.0,1,13
42,14,0,4,1.0,1.0,2.0,3,9962.0,8900.0,3,5000.0,2,26
25,1,0,8,1.0,1.0,8.0,3,14998.0,5000.0,4,2000.0,1,25
25,1,0,8,1.0,1.0,4.0,3,14013.0,5000.0,4,2000.0,1,25
25,1,0,7,1.0,3.0,4.0,3,14013.0,5000.0,4,2000.0,1,25
25,1,0,7,1.0,2.0,2.0,3,14013.0,5000.0,4,2000.0,1,26
45,1,0,6,1.0,1.0,4.0,3,11824.0,6500.0,3,2000.0,1,27
51,1,0,6,1.0,3.0,6.0,3,20034.0,6000.0,3,4000.0,1,25
33,1,0,6,1.0,1.0,4.0,3,17954.0,6500.0,4,2000.0,1,16
25,1,0,9,1.0,2.0,5.0,3,29997.0,8500.0,5,1350.0,1,24
29,7,0,4,1.0,1.0,3.0,3,14451.0,7500.0,2,1900.0,2,26
33,20,0,3,1.0,1.0,3.0,3,10948.0,8500.0,1,0.0,2,17
33,20,0,3,1.0,1.0,3.0,3,10948.0,8500.0,1,0.0,2,19
33,20,0,3,1.0,1.0,3.0,3,10948.0,8500.0,1,0.0,2,18
43,1,0,5,1.0,0.0,3.0,3,17954.0,5000.0,1,0.0,1,13
28,1,0,4,1.0,1.0,2.0,3,8977.0,5500.0,2,3000.0,2,28
28,1,0,4,1.0,1.0,2.0,3,8977.0,5500.0,2,3000.0,2,23
33,1,0,5,1.0,1.0,2.0,3,14013.0,6000.0,2,2000.0,1,25
45,3,2,2,1.0,0.0,2.0,3,20034.0,10000.0,1,0.0,1,10
18,1,0,2,1.0,1.0,1.0,3,8539.0,10000.0,1,1500.0,1,23
42,1,0,4,1.0,0.0,3.0,3,17954.0,6000.0,2,2000.0,1,18
42,1,0,4,1.0,0.0,3.0,3,17954.0,6000.0,2,2000.0,1,16
45,1,0,4,1.0,0.0,2.0,3,9962.0,6600.0,2,1500.0,1,18
18,1,0,2,1.0,1.0,1.0,3,4817.0,7150.0,1,0.0,1,20
43,1,0,2,1.5,0.0,1.0,3,20034.0,6000.0,1,0.0,2,33
47,14,0,8,1.0,3.0,7.0,3,14998.0,10000.0,1,2000.0,1,17
47,15,2,4,1.0,1.0,4.0,3,9962.0,0.0,2,2000.0,1,12
49,1,0,3,1.0,1.0,2.0,3,13028.0,6000.0,1,1000.0,1,25
43,14,2,2,1.0,1.0,2.0,3,6240.0,3500.0,1,1000.0,2,27
47,1,2,5,1.0,2.0,3.0,3,38974.0,6500.0,4,2000.0,1,27
49,1,0,2,1.0,1.0,1.0,3,6021.0,1500.0,2,0.0,1,31
51,1,0,6,1.0,1.0,3.0,3,9962.0,6000.0,4,2000.0,1,23
51,1,0,6,1.0,1.0,3.0,3,9962.0,6000.0,4,2000.0,1,22
21,7,0,4,2.0,1.0,0.0,3,5802.0,2500.0,1,1300.0,3,32
28,14,2,3,1.0,1.0,2.0,3,7992.0,5000.0,2,5000.0,2,20
45,1,0,8,1.0,2.0,3.0,3,24961.0,12000.0,1,0.0,1,21
47,1,0,2,1.0,1.0,1.0,3,9962.0,4500.0,1,0.0,1,23
49,1,0,5,1.0,1.0,3.0,3,9525.0,7000.0,2,1500.0,1,30
51,1,0,5,1.0,1.0,3.0,3,18830.0,6000.0,4,5000.0,2,13
49,1,0,3,1.0,1.0,2.0,3,6131.0,5000.0,2,1800.0,2,17
51,1,0,5,1.0,1.0,2.0,3,14779.0,8000.0,4,4000.0,1,26
51,1,0,5,1.0,1.0,3.0,3,13904.0,8000.0,4,3000.0,1,45
49,1,0,3,1.0,1.0,2.0,3,7992.0,5000.0,2,1800.0,2,15
36,14,2,4,1.5,1.0,4.0,3,7007.0,6921.0,2,4900.0,1,47
49,1,0,3,1.0,1.0,2.0,3,7992.0,5000.0,2,1800.0,2,15
49,1,0,3,1.0,1.0,2.0,3,7992.0,5000.0,2,1500.0,2,15
42,1,0,6,2.0,2.0,6.0,3,9962.0,7000.0,4,1200.0,2,26
51,14,0,8,1.5,3.0,1.0,3,29997.0,11550.0,1,0.0,1,30
20,14,0,5,1.0,2.0,4.0,3,14998.0,4000.0,5,3000.0,1,28
43,1,0,2,1.5,0.0,1.0,3,20034.0,6000.0,1,0.0,2,31
51,1,0,5,1.0,1.0,3.0,3,10510.0,8000.0,4,2000.0,2,25
45,14,0,8,1.0,3.0,8.0,3,22005.0,13750.0,4,3500.0,1,21
